,company_name,company_rating,five_star_rating,four_star_rating,three_star_rating,two_star_rating,one_star_rating,salary_rate,recommendation_rate,company_address,company_state,company_employee_num,company_benefit,company_dress_code,company_language,company_work_hours
7905,WING TAI MALAYSIA PROPERTY MANAGEMENT SDN BHD,2.7778,2,1,2,1,3,44%,44%,166-a rifle range road 11400 penang,Penang,51 - 200 ,"Medical, Miscellaneous allowance, Education support, Dental, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7906,ALH GROUP OF COMPANIES,2.1111,0,2,0,4,3,55%,22%,near monterez club/bukit jelutong/ guthrie corridor expressway,,51 - 200 ,"Insurance, Medical, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7907,Dimerco Express (M) Sd. Bhd.,3.3333,2,3,2,0,2,77%,66%,"14 jalan pjs 7/21, bandar sunway, 46150 petaling jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7908,Genesis Online Sdn Bhd,2.7778,2,2,1,0,4,55%,55%,"20a jalan tawas idaman 3, taman tawas idaman. 30010 ipoh perak malaysia",Perak,1 - 50 ,"Medical, KPI based remuneration",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7909,TORPEDO IDEAS (M) SDN BHD,3.3333,3,2,1,1,2,66%,44%,"jalan ss 3/78, taman universiti, 47300 petaling jaya, selangor, malaysia",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Parking, Training",Smart casual,English,"Regular hours, Mondays - Fridays"
7911,Metrowealth International Group,4.4444,5,3,1,0,0,77%,88%,"no 2, jalan usj 1/1c, regalia business centre,47620 subang jaya",Selangor,1 - 50 ,travelling allowances,Formal (e.g. Shirts + Ties),Malay,"Regular office hour, OT when needed "
7912,Orange Internet Shop Sdn Bhd,3.3333,1,3,3,2,0,44%,55%,"12-2 jalan 4a/27a, wangsa maju seksyen 2, 53300 kuala lumpur, malaysia",Kuala Lumpur,51 - 200 ,"Medical, Dental",Business (e.g. Shirts),English,Mon - Fri 8.30am - 5.30pm
7914,Global Retail Ventures Sdn Bhd,2.7778,1,4,0,0,4,44%,55%,e-3-2 plaza glomac jalan ss 7/19 kelana jaya,Selangor,51 - 200 ,"Medical, Miscellaneous allowance",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7915,Widad Builders Sdn Bhd (Johor),4.1111,2,6,1,0,0,100%,100%,bangunan jb sentral jalan jim quee,,201 - 500 ,"Medical, Miscellaneous allowance, Parking",Formal (e.g. Shirts + Ties),Malay,Sundays-Thursdays
7918,Enhance Education Sdn Bhd,3.6667,6,0,0,0,3,55%,66%,"3h-2-1 straits quay 1, jalan seri tanjung pinang, tanjung tokong, 10470 penang",Penang,1 - 50 ,"Medical, Miscellaneous allowance, Parking",Business (e.g. Shirts),English,Wednesday to Sunday
7919,Megatara Sdn Bhd,4.4444,5,3,1,0,0,100%,88%,"b-16-1, jalan teknologi 3/9, bistari de kota, kota damansara, 47810 petaling jaya, selangor darul ehsan",Selangor,1 - 50 ,"Medical, Dental",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7920,Ekowood International Berhad (KL),2.1111,1,1,1,1,5,88%,11%,"lot 1-12, jalan industri 2/1, kawasan perindustrian gopeng, km15, jalan gopeng, 31600 gopeng, perak, malaysia.",Perak,2001 - 5000 ,"Medical, Miscellaneous allowance, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7921,Sinco Automasi Sdn Bhd,4.5,4,4,0,0,0,100%,100%,"plo 755 jalan keluli 11, pasir gudang estate, 81700 pasir gudang johor.",Johor,1 - 50 ,"Medical, Miscellaneous allowance",Formal (e.g. Shirts + Ties),English,5 1/2 days
7922,Alfa And Friends Sdn Bhd,3.6667,2,2,5,0,0,77%,100%,"36, jalan bp 7/8, bandar bukit puchong, 47120 puchong, selangor, malaysia",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Education support, Loans, Annual Company Trip",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7923,Chop Chee Seng Corporation (M) Sdn Bhd,4.3333,7,0,1,0,1,100%,77%,"no. 1a, lorong melor 3, taman melor, 36000 teluk intan, perak darul ridzuan",Perak,51 - 200 ,"Medical, Miscellaneous allowance, Loans, Training & Development",Business (e.g. Shirts),English,Mondays-Saturdays (5.5 days)
7924,Asia Printed Circuit Sdn Bhd,3.2857,1,3,1,1,1,44%,33%,"kampar, perak, malaysia",Perak,1 - 50 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),Mandarin,"Regular hours, Mondays - Fridays"
7925,IOP Specialists Sdn Bhd,3.4444,5,0,0,2,2,100%,55%,"23, jalan 5, klang central industrial park, batu 6, off jalan kapar, 41400 klang",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, minimum 1 month bonus",Casual (e.g. T-shirts),English,Saturdays/Shift required
7926,Koperasi Tenaga Nasional Berhad,3.7778,2,5,1,0,1,33%,55%,"96, jalan bangsar, peti surat 11065, 50734 kuala lumpur",Kuala Lumpur,51 - 200 ,"Medical, Miscellaneous allowance, Loans, Dental, Vision",Formal (e.g. Shirts + Ties),Malay,"Regular hours, Mondays - Fridays"
7927,Autism Link Sdn Bhd,3.4444,2,3,2,1,1,44%,44%,"12 lorong 16/9a, seksyen 16, 46350 petaling jaya, selangor, malaysia",Selangor,1 - 50 ,"Education support, ABA Therapy Autism",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7928,Rubicon Sapphire Technology (Malaysia) Sdn Bhd,4.3333,4,4,1,0,0,100%,77%,3065 tingkat perusahaan 4a perai penang malaysia,Penang,51 - 200 ,"Dental, Medical, Miscellaneous allowance, Parking, Vision",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7929,Cardtrend Systems Sdn Bhd,3.0,3,0,3,0,3,88%,44%,"7.14, 1 tech park, 47800, petaling jaya, selangor, malaysia",Selangor,1 - 50 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7930,IEV Group Sdn Bhd,3.2222,1,4,2,0,2,55%,44%,level 5 block a menara pkns no 17 jalan yong shook lin 46050 petaling jaya selangor,Selangor,1 - 50 ,"Medical, Dental",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7932,White Panel Design Studio,3.875,4,1,2,0,1,77%,77%,"d1902, pelangi damansara, persiaran surian,  47800 petaling jaya selangor",Selangor,1 - 50 ,"Medical, Miscellaneous allowance",Casual (e.g. T-shirts),Preferable spoken in English & Chinese,"Regular hours, Mondays - Fridays"
7934,Optimum Train Sdn Bhd,5.0,9,0,0,0,0,100%,100%,"138, persiaran raja muda musa, 41200 klang, selangor.",Selangor,51 - 200 ,"annual trip & dinner, Medical, Parking, Sports (e.g. Gym)",Casual (e.g. T-shirts),English,"Tue~Fri 4PM-9PM, Sat&Sun 8AM-7PM"
7936,Pfizer,4.3333,5,2,2,0,0,66%,77%,"235 east 42nd street, new york, ny",,> 5000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7937,Ireka Development Management Sdn Bhd,3.7778,1,5,3,0,0,77%,55%,"level 18 wisma mont' kiara, no 1 jalan kiara, mont' kiara 50480 kuala lumpur",Kuala Lumpur,51 - 200 ,"Medical, Dental",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7938,CHH Asia Holdings Sdn Bhd,3.5556,3,3,1,0,2,55%,77%,jalan subang 3 taman perindustrian usj 1 subang jaya selangor malaysia,Selangor,51 - 200 ,"Medical, Performance Bonus",Formal (e.g. Shirts + Ties),English,6 Days
7939,SilkAir (Singapore) Pte. Ltd.,4.6667,6,3,0,0,0,66%,88%,"silkair (singapore) private limited, (c/o singapore airlines) level 4, main terminal building, kuala lumpur international airport, 64000 sepang, selangor, malaysia",Singapore,> 5000 ,"Medical, Miscellaneous allowance, Dental",Business (e.g. Shirts),English,Saturdays/Shift required
7943,Tecforte Sdn Bhd,2.5556,1,2,1,2,3,77%,33%,"b-8-3 block b west, pj8 office, no. 23 jalan barat, seksyen 8, 46050 petaling jaya, selangor, malaysia",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Dental, Parking, Vision",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7944,HANSEL AND GRETEL INTERNATIONAL PLT,3.4444,5,0,1,0,3,66%,55%,jalan radin bagus 6 sri petaling kuala lumpur federal territory of kuala lumpur malaysia,Selangor,1 - 50 ,"Miscellaneous allowance, Education support, Loans, Dental, Parking",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7945,Conspec Builders (M) Sdn Bhd,4.0,5,1,2,0,1,100%,66%,"7840 jalan monterez golf club, u9, 40150 shah alam, selangor",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Parking, Hospitalisation, Staff Welfare Fund, Sports Club",Casual (e.g. T-shirts),English,Saturdays/Shift required
7946,CONFIDENTIAL,2.2222,1,1,1,2,4,44%,33%,"jalan permata 1, kawasan perindustrian nilai, 71800 nilai, negeri sembilan, malaysia",Negeri Sembilan,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7947,ZLG Sdn Bhd,2.0,0,0,3,3,3,33%,11%,"1-8 bangunan perdagangan d7, 800 jalan sentul 51000 kuala lumpur",Kuala Lumpur,1 - 50 ,Not specified,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7948,Z. HASHIM & CO.,5.0,8,0,0,0,0,100%,100%,"47d jalan ayu , taman cheng baru cheng malaysia 75250 melaka",Melaka,1 - 50 ,"Miscellaneous allowance, Parking, Travelling",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7949,Loedige Malaysia Sdn Bhd,3.4444,2,4,1,0,2,88%,66%,"kuala lumpur international airport (klia), jalan klia s5, 64000 sepang, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking",Uniforms,English,"Regular hours, Mondays - Fridays"
7950,Peri-dent Star Sdn Bhd,2.7778,3,0,2,0,4,66%,33%,"pt 16034, bandar nilai utama, 71800 nilai, negeri sembilan",Negeri Sembilan,201 - 500 ,"Medical, Miscellaneous allowance, Dental, Parking",Smart Casual,English,"Regular hours, Mondays - Fridays"
7952,JFE Engineering (M) Sdn Bhd,4.0,5,2,0,1,1,77%,77%,"megan avenue ii, no. 12 jalan yap kwan seng, kuala lumpur federal territory of kuala lumpur malaysia",Kuala Lumpur,1 - 50 ,"Medical, Depends on job position",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7953,Chaw & Co,2.7778,2,1,2,1,3,44%,44%,"lorong damai point, luyang commercial centre, 88300 kota kinabalu, sabah, malaysia",Sabah,1 - 50 ,"Education support, Medical",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7954,Geoharbour Sdn Bhd,2.0,2,0,0,1,6,88%,22%,"unit s-27-08, wisma ynh,  kiara 163
no 8, jalan kiara, mont kiara,
50480 kuala lumpur.",Kuala Lumpur,51 - 200 ,"Medical, Parking",Business (e.g. Shirts),Mandarin,"Regular hours, Mondays - Fridays"
7955,"Syed Alwi, Ng & Co",3.6667,2,5,0,1,1,66%,77%,"suite 22.3, level 22, johor bahru city square, jalan wong ah fook, 80000 johor bahru malaysia",Johor,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7956,OTICON MALAYSIA SDN. BHD.,4.5556,8,0,0,0,1,88%,88%,"bukit tinggi, klang, selangor",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking",Business (e.g. Shirts),English,5.5 work days per week
7957,Bericap Malaysia Sdn. Bhd.,3.875,5,1,0,0,2,77%,55%,"no 59, jalan i-park 1/5, kawasan perindustrian i-park, 81000 bandar indahpura kulaijaya",,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking",Uniform & Safety Shoes provided,Malay,"Regular hours, Mondays - Fridays"
7958,Compass Interactive Sdn Bhd,4.5556,8,0,0,0,1,88%,77%,"100-3.001, block j, 129 offices, jaya one",,1 - 50 ,Medical,Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7959,Ed Lamb Construction Sdn Bhd,4.1111,4,4,0,0,1,88%,88%,"unit 68-5-1, dataran shamelin, no. 68 jalan 4/91, taman shamelin perkasa, 56100 kuala lumpur",Kuala Lumpur,1 - 50 ,Depends on job position,Formal (e.g. Shirts + Ties),English,"Monday to Friday : 8.30am - 5.30pm, Saturday : 8.30am - 12.30pm"
7960,Akzo Nobel Paints Sdn Bhd,3.6667,4,1,2,1,1,100%,88%,"akzo nobel paints (m) sdn bhd , 
a-10-01, level 10, block a, pj 8, 
23, jalan barat, seksyen 8, 
46050 petaling jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Dental, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7961,Dairymas (M) Sdn Bhd,3.8889,4,2,2,0,1,88%,66%,"lot 7 & 9, jalan  sungai kayu ara 32/38, berjaya industrial park, sek 32, shah alam 40300 selangor.",Selangor,201 - 500 ,"Medical, Miscellaneous allowance, Parking, Staff Purchase",Business (e.g. Shirts),English,"Flexi Working Hours, Monday -Friday for office based employees"
7963,English Hotbreads (Sel) Sdn Bhd,4.1111,5,2,1,0,1,77%,66%,"1 & 3, jalan emas satu, taman emas, 43200 selangor",Selangor,51 - 200 ,Medical,Casual (e.g. T-shirts),"English, Malay and Chinese",Depends on the department
7964,Veritas Contracts Sdn. Bhd.,3.2222,1,2,5,0,1,77%,11%,"level 15, tower 2, wangsa 118, no. 8, jalan wangsa delima",,1 - 50 ,Miscellaneous allowance,Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7965,Histocenter (M) Sdn Bhd,1.7778,1,0,1,1,6,77%,11%,"b-g-2, jalan dataran sd 2, dataran sri damansara, bandar sri damansara, pju 9, 52200 kuala lumpur",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Vision, Fuel subsidy, mobile subsidy, insurance, attractive bonus & incentives",Uniforms,English/Chinese/Bahasa Malaysia,"Regular hours, Mondays - Fridays"
7966,PRIDZE RESOURCES SDN. BHD.,1.7778,1,0,1,1,6,66%,11%,"suite 23f, 6th floor, block 2, worldwide business centre, jalan tinju 13/50, 40100 shah alam, selangor",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Education support, Annual Bonus & Increment, Company Trips & Birthday Luncheon",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7967,PPG Performance Coatings (M) Sdn Bhd,3.7778,3,3,1,2,0,100%,88%,"ppg performance coatings (m) sdn. bhd. lot 9 & 11 jalan tukang 16/4, po box 7079, 40702, shah alam, selangor darul ehsan",Selangor,51 - 200 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7968,Sun Inns Hotel International,3.0,1,2,4,0,2,44%,44%,"jalan pjs 11/2, bandar sunway, 46150 petaling jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Education support, Annual Performance Review / Increment ,  EPF&SOCSO , Trainings, Profit Sharing",Business (e.g. Shirts),English,Saturdays/Shift required
7969,Compugraphic Media Sdn Bhd,2.7778,1,0,6,0,2,77%,55%,"no.1, persiaran sungai buloh,taman industri sungai buloh, kota damansara, 47810 petaling jaya, selangor, malaysia",Selangor,201 - 500 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,Monday to Friday
7970,TITAN OIL & GAS SDN BHD,4.3333,4,4,1,0,0,77%,77%,"4, lorong ss13/6a, petaling jaya, 47500 selangor, malaysia",Selangor,51 - 200 ,Medical,Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7971,ATPL Sdn Bhd,3.3333,3,1,2,2,1,100%,44%,kuala lumpur,Kuala Lumpur,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7972,Mahkota Technologies Sdn Bhd,2.8889,3,1,0,2,3,55%,44%,"lot 6 jalan 215 off jalan templer, 46050 petaling jaya selangor malaysia",Selangor,51 - 200 ,"Medical, Sports (e.g. Gym), Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7973,FFM Berhad,4.5556,6,2,1,0,0,100%,88%,"pt 45125, batu 15 1/2, sungai pelong, 47000 sungai buloh, selangor",Selangor,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym), Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7975,Sunrise Sports Sdn Bhd,3.2222,2,3,0,3,1,100%,55%,"14-1, jalan 6/91, taman shamelin, 56100 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,51 - 200 ,"Medical, Dental",Business (e.g. Shirts),English,6 days
7976,INNOBIM CONSULTANCY SDN BHD,1.8889,2,0,0,0,7,33%,22%,"b-7-10, jalan pju1/39, dataran prima, petaling jaya, 47301 selangor.",Selangor,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7977,Kamso Sdn Bhd,2.5556,3,0,1,0,5,100%,44%,"17 jalan ss 21/56b, damansara utama, 47400 petaling jaya, selangor, malaysia",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Education support",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7978,Tong Seng Fabricators Sdn Bhd,3.4444,3,2,2,0,2,88%,66%,"16 jalan perindustrian berjaya 8/3, taman perindustrian berjaya johor bahru johor malaysia",Johor,1 - 50 ,"Medical, Miscellaneous allowance",Casual (e.g. T-shirts),English,Monday-Saturday (Half)
7979,Inter-Enterprise Solutions Sdn Bhd,4.1111,5,2,1,0,1,88%,77%,"728, 730 & 732, block a, kompleks kelana center point, jalan ss7/19, kelana jaya, 47301 petaling jaya",Selangor,1 - 50 ,Medical,Formal (e.g. Shirts + Ties),"Bahasa Malaysia, English, Mandarin",5 Day Week from 9am - 6pm but occasionally LONG HOURS
7980,Albert Wines & Spirits (M) Sdn Bhd,3.7778,3,4,0,1,1,88%,55%,"3a, jalan kip 3, taman perindustrian kip, kepong, 52200 kuala lumpur, malaysia",Kuala Lumpur,1 - 50 ,"Medical, Miscellaneous allowance, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7981,Celebrate TV Sdn Bhd,3.6667,4,2,1,0,2,88%,66%,9169 jalan negara taman melawati kuala lumpur federal territory of kuala lumpur malaysia,Kuala Lumpur,1 - 50 ,"Medical, Miscellaneous allowance, Education support",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7983,Extra EXCEL (Malaysia) Sdn Bhd,3.4444,3,2,1,2,1,77%,77%,"1001a, level 10, tower a, uptown 5 no.5, jalan ss21/39 damansara utama petaling jaya 47400 selangor malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Vision, Health Insurance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7984,Multico (M) Sdn Bhd,4.1111,3,4,2,0,0,100%,77%,"no 2, jalan p/9b, seksyen 13, kawasan perindustrian bangi, 43650 bandar baru bangi, selangor.",Selangor,51 - 200 ,"Group Insurance, Medical and Dental Benefit, Overseas Training",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7986,GP MARKETING SDN BHD,2.4444,2,1,1,0,5,66%,44%,"no 13 & 14, jalan perusahaan tengah, 53200 setapak, kuala lumpr.",,1 - 50 ,"Medical, Claims & Commissions",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7987,Sension Engineering Sdn Bhd,4.0,4,2,2,1,0,88%,77%,"66 jalan mutiara emas 5/27, taman mount austin, 81100 johor bahru, johor, malaysia",Johor,1 - 50 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English and Mandarin,Monday - Saturday (half day)
7988,BLACK SHEEP GROUP,2.7778,3,0,2,0,4,77%,33%,centrio pantai hillpark jalan pantai murni kuala lumpur federal territory of kuala lumpur malaysia,Kuala Lumpur,51 - 200 ,"Medical, Sports (e.g. Gym), Parking, Flexible Working Hours, Company Trips, Bonus",Business (e.g. Shirts),Cantonese,"Regular hours, Mondays - Fridays"
7989,Computer Forms (Malaysia) Berhad,3.8889,3,3,2,1,0,44%,55%,"lot 2, jalan usahawan 5, pkns setapak industrial area, off jalan genting kelang, 53300 kuala lumpur",Kuala Lumpur,51 - 200 ,"Medical, Miscellaneous allowance, Parking",Formal (e.g. Shirts + Ties),English,Mon - Fri & Sat alternated
7990,ERALAB SDN BHD,4.3333,6,1,1,1,0,44%,77%,"no. 21, block c, jalan pju 1a/3, taipan damansara 2, ara damansara, 47301 petaling jaya, selangor darul ehsan",Selangor,1 - 50 ,"Medical, Vision, Outstation  Allowance  ",Business (e.g. Shirts),"English, Bahasa Malaysia","Regular hours, Mondays - Fridays"
7992,TENAGA JAYA CONSTRUCTION,2.8889,3,0,2,1,3,100%,55%,kuantan pahang malaysia,Pahang,1 - 50 ,Miscellaneous allowance,Depends on Occasion,"B.Malaysia, English & Mandarin",Mondays-Saturdays
7994,Ifimajaya Sdn. Bhd.,2.5556,3,0,0,2,4,77%,33%,"no.6, jalan wawasan 4, kawasan perindustrian sri gading, batu pahat",,51 - 200 ,Miscellaneous allowance,Business (e.g. Shirts),Malay,Saturdays/Shift required
7995,WATSON PROPERTY GROUP SDN. BHD.,3.3333,3,1,3,0,2,88%,66%,"3j-13-1, level 13, wisma aia, straits quay, sri tanjong pinang, 10470 tanjong tokong, penang, malaysia",Penang,1 - 50 ,Attractive Incentives,Formal (e.g. Shirts + Ties),English,(9:30-6pm)
7996,Combat Coating (M) Sdn Bhd,3.2222,0,4,4,0,1,77%,66%,"jalan perusahaan 3, bandar baru sungai buloh, 40160, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7997,AAZ GLOBAL SDN BHD,3.7778,4,2,1,1,1,88%,66%,"no.12-1, jalan temenggung 17/9, seksyen 9, bandar mahkota cheras, 43200 cheras selangor",Selangor,1 - 50 ,"Medical, Miscellaneous allowance, Sports (e.g. Gym)",Business (e.g. Shirts),Malay,"Monday-Saturdays (8 am-5 pm, 1/2 day on Saturdays)"
7998,Juang Antara Bina Sdn Bhd,3.4444,3,3,0,1,2,88%,66%,"no.5 jalan anggerik vanilla u31/u, kota kemuning seksyen 31, 40460 shah alam",Selangor,1 - 50 ,Depends on job position,Depends on job position,English,Depends on job position
7999,J.P. Printers Sdn Bhd,4.0,6,1,0,0,2,100%,55%,"lorong perusahaan maju 8, 13600 perai, penang, malaysia",Penang,201 - 500 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
8000,Eastern Soldar Engineering & Construction Sdn Bhd,4.4444,5,3,1,0,0,88%,88%,"lot 17239, jalan haruan 2, oakland induatrial park, 70200, seremban, negeri sembilan",Negeri Sembilan,51 - 200 ,"Medical, Miscellaneous allowance, Group PA",Business (e.g. Shirts),English,Saturdays/Shift required
